text,label
身面俱黄，精神疲倦，食欲不振，口干，头晕心烦，肝区不适，时有烧感，大便结，小便赤，舌质粗红，苔白厚腻，脉弦滑数,"{'身面俱黄': '临床表现', '精神疲倦': '临床表现', '食欲不振': '临床表现', '口干': '临床表现', '头晕心烦': '临床表现', '肝区不适': '临床表现', '苔白厚腻': '临床表现'}"
厚朴１０ｇ,{'厚朴': '中药'}
加味二神汤治疗肠道易激综合征３２例,"{'加味二神汤': '方剂', '肠道易激综合征': '西医诊断'}"
目的研究半夏泻心汤对功能性消化不良（ＦＤ）患者的临床疗效,{'功能性消化不良': '西医诊断'}
治疗组予以通降舒膈汤治疗，对照组予以通降舒膈汤联合雷贝拉唑钠肠溶片及莫沙必利片治疗,{'通降舒膈汤': '方剂'}
黄芪建中汤辅助治疗脾胃虚寒型Ｈｐ阳性慢性萎缩性胃炎患者３６例临床观察,{'脾胃虚寒': '中医证候'}
泄泻病；腹泻型肠易激综合征；中医临床护理路径；生活质量；护理满意度；中药肠贴,"{'泄泻病': '中医诊断', '腹泻型肠易激综合征': '西医诊断', '中医临床护理路径': '中医治疗'}"
结果２组治疗后主症（面色萎黄、脘腹胀满、倦怠乏力、肝区隐痛）、次症（体态丰腴、身目发黄、食欲不振、大便不畅）积分均显著降低（Ｐ均＜０,"{'面色萎黄': '临床表现', '脘腹胀满': '临床表现', '倦怠乏力': '临床表现', '肝区隐痛': '临床表现', '体态丰腴': '临床表现', '身目发黄': '临床表现', '食欲不振': '临床表现', '大便不畅': '临床表现'}"
中药与针刺并用治疗慢性萎缩性胃炎临床研究,"{'针刺': '中医治疗', '慢性萎缩性胃炎': '西医诊断'}"
［目的］观察吗丁啉、雷尼替丁加中药宽中理气汤治疗功能性消化不良（ＦＤ）的疗效和对胃动素、胃泌素的影响,"{'吗丁啉': '西医治疗', '雷尼替丁': '西医治疗', '功能性消化不良': '西医诊断'}"
刻下：右上腹胀闷不适，叩之轻痛，纳差，头晕，心慌，眠可，大便干，舌质暗红，苔薄白，脉弦细,"{'右上腹胀闷不适': '临床表现', '叩之轻痛': '临床表现', '头晕': '临床表现', '苔薄白': '临床表现'}"
目的：观察健脾行气法治疗脾虚气滞型功能性消化不良的临床疗效，并探讨中医药在治疗慢性脾胃系统疾病中的优势,"{'脾虚气滞': '中医证候', '功能性消化不良': '西医诊断'}"
诊断∶术后肠粘连性肠梗阻,{'术后肠粘连性肠梗阻': '西医诊断'}
结论使用五苓散联合多烯磷脂酰胆碱治疗非酒精性脂肪肝病患者，可以显著缓解患者症状，改善患者的肝功能指标与血脂指标，提升治疗效果,{'五苓散': '方剂'}
附子理中汤加茯苓治疗腹泻型肠易激综合征疗效观察,"{'茯苓': '中药', '腹泻型肠易激综合征': '西医诊断'}"
便秘通胶囊治疗功能性便秘气阴两虚证疗效观察,"{'便秘通胶囊': '中医治疗', '气阴两虚': '中医证候'}"
方法：将６４例患者随机分为治疗组（ｎ＝３２例）、对照组（ｎ＝３２例），治疗组采取耳穴埋豆治疗，对照组采取口服福松治疗：１０ｇ，ｂｉｄ,{'耳穴埋豆': '中医治疗'}
目的：观察疏导汤配合针刺治疗慢性功能性便秘的临床疗效,"{'针刺': '中医治疗', '慢性功能性便秘': '西医诊断'}"
结论七方胃痛胶囊治疗肝郁脾虚型功能性消化不良优于吗叮啉．,"{'七方胃痛胶囊': '中医治疗', '肝郁脾虚': '中医证候', '功能性消化不良': '西医诊断'}"
方法：对运动障碍型功能性消化不良患者询问消化不良症状，采用一次口服不透Ｘ线标记物于５ｈ、７２ｈ拍摄腹平片的方法，比较用药前后胃肠残留标记物的数目，同时做胃电节律检查，通过用药前后上述指标的变化评价药物的疗效,{'运动障碍型功能性消化不良': '西医诊断'}
治疗组：云母石连用痛泻要方加味（云母石１０ｇ，炒白芍１２ｇ，陈皮１０ｇ，炒白术１２ｇ，防风１２ｇ,"{'云母石': '中药', '陈皮': '中药', '炒白术': '中药', '防风': '中药'}"
目的：探讨健胃消食口服液治疗儿童功能性消化不良（ｆｕｎｃｔｉｏｎａｌｄｙｓｐｅｐｓｉａ，ＦＤ）的临床效果,{'儿童功能性消化不良': '西医诊断'}
结论：中医食疗技术配合健康教育的实施，不仅能有效缓解功能性便秘症状，提高生活质量，更是体现＂治疗和保健结合，促进健康＂的健康观念,"{'中医食疗': '中医治疗', '功能性便秘': '西医诊断'}"
证属余邪未尽，正气已虚,{'余邪未尽，正气已虚': '中医证候'}
结论乌灵胶囊联合莫沙必利、培菲康治疗ＦＤ可获得良好的临床效果，无明显不良反应,"{'乌灵胶囊': '中医治疗', '培菲康': '西医治疗'}"
配合拔罐治疗，对照组３０例给予常规西药口服奥美拉唑肠溶胶囊２０ｍｇ／次，２次／ｄ,{'拔罐': '中医治疗'}
中西医结合治疗腹泻型肠易激综合征６０例疗效观察,{'肠易激综合征': '西医诊断'}
功能性消化不良；肝郁气滞证；针灸疗法；子午流注开穴疗法,"{'功能性消化不良': '西医诊断', '肝郁气滞': '中医证候', '子午流注开穴疗法': '中医治疗'}"
２组均给予饮食控制，其中对照组给予西药盐酸依托必利颗粒＋雷贝拉唑肠溶片治疗，治疗组给予自制健脾消胀丸治疗,{'健脾消胀丸': '方剂'}
结论：中西医结合可有效改善功能性消化不良患者的临床症状，疗效明显优于单纯应用西药的对照组，不失为治疗功能性消化不良的一种有效方法,{'功能性消化不良': '西医诊断'}
检查：全身暗黄，ＧＰＴ７２５ｕ，ＴＴＴ１０ｕ、ＴＦＴ（＋＋），脘腹胀满，叩诊移动性浊音，脉沉濡,{'脘腹胀满': '临床表现'}
强肝胶囊，非酒精性脂肪性肝病，中医治疗,{'强肝胶囊': '中医治疗'}
健胃消胀颗粒能明显提高ＦＤ患者的钡条排空率，促进胃动力,{'健胃消胀颗粒': '中医治疗'}
既往有肝炎史，该患者５年前，曾在大庆市某医院诊断为：肝硬变失代偿期,{'肝硬变失代偿期': '西医诊断'}
细究症情，乃系素体脾虚，迭进苦寒攻下，脾阳大伤，湿热困伏而致，故转方茵陈四苓合藿香平胃散加减,"{'湿热困伏': '中医证候', '茵陈四苓合藿香平胃散加减': '方剂'}"
目的观察＂三段取穴法＂配合莫沙必利治疗功能性消化不良（ＦＤ）的临床疗效及对患者消化道症状和生活质量的影响,"{'三段取穴法': '中医治疗', '功能性消化不良': '西医诊断'}"
胃食管反流病；六味安消胶囊；法莫替丁,"{'胃食管反流病': '西医诊断', '六味安消胶囊': '中医治疗'}"
上方减大腹皮、泽泻，加炒枣仁３０ｇ，川楝子１０ｇ，隔日１剂，加服六味地黄丸２丸，晚饭后１次服用,"{'大腹皮': '中药', '泽泻': '中药'}"
方中叶下珠、板蓝根、白花蛇舌草、虎杖清热解毒,"{'叶下珠': '中药', '板蓝根': '中药', '虎杖': '中药'}"
诊见：面色黧黑、身困乏力、肝区疼痛、劳累加重、腹胀食少、舌质暗红、舌苔薄黄、脉弦细涩,"{'面色黧黑': '临床表现', '乏力': '临床表现', '肝区疼痛': '临床表现', '食少': '临床表现', '舌苔薄': '临床表现', '脉弦细涩': '临床表现'}"
金砂和胃散治疗脾胃虚弱型慢性萎缩性胃炎临床观察,"{'脾胃虚弱': '中医证候', '慢性萎缩性胃炎': '西医诊断'}"
刻诊：面部秽浊发黄，精神恍惚，烦躁不安，表情痛苦,"{'面部秽浊发黄': '临床表现', '精神恍惚': '临床表现', '烦躁不安': '临床表现', '表情痛苦': '临床表现'}"
功能性消化不良；加减柴胡桂枝干姜汤；临床疗效,{'功能性消化不良': '西医诊断'}
身黄、目黄、溺黄３个月,"{'身黄': '临床表现', '目黄': '临床表现', '溺黄': '临床表现'}"
方法收集２０１４年１月至２０１５年１２月宁夏医科大学附属回医中医医院国家中医药管理局脾胃病重点学科门诊８９例经胃镜及病理确诊、中医辨证为气阴不足、毒瘀交阻证的ＣＡＧ患者,"{'气阴不足': '中医证候', '毒瘀交阻': '中医证候'}"
目的：观察复方蜥蜴散不同微粒组合剂治疗慢性萎缩性胃炎阴虚络瘀证的临床疗效，并观察其安全性和不良反应,"{'复方蜥蜴散不同微粒组合剂': '方剂', '阴虚络瘀': '中医证候'}"
按：邪有出路，黄疸易退,{'黄疸': '中医诊断'}
药用：柴胡２５ｇ，黄芩１５ｇ，大黄１０ｇ，枳实１５ｇ，半夏１５ｇ，赤芍１５ｇ，丹皮１５ｇ，桃仁１５ｇ，金银花３０ｇ，连翘２０ｇ，甘草１５ｇ，生姜１５ｇ，大枣３枚,"{'柴胡': '中药', '黄芩': '中药', '大黄': '中药', '枳实': '中药', '赤芍': '中药', '丹皮': '中药', '桃仁': '中药', '金银花': '中药', '连翘': '中药', '甘草': '中药', '生姜': '中药', '大枣': '中药'}"
因乏力、纳减、失眠、齿衄而于１９８２年初查肝功能发现患乙型肝炎，当时除黄疸指数正常外，其余项目均有明显损害，白／球蛋白比例长期倒置，γ球蛋白最高达３６，于１９８２年４月请中医会诊,{'齿衄': '临床表现'}
投大承气汤加莱菔子,{'大承气汤加莱菔子': '方剂'}
方法：１２０例功能性消化不良患者按随机数字表法分为３组，西药组４０例采用莫沙比利５ｍｇ，每日３次，口服,{'功能性消化不良': '西医诊断'}
中医诊断：肝瘟,{'肝瘟': '中医诊断'}
０５，说明４个治疗组间治疗疗效有差异，饮食＋推拿组疗效最佳,{'推拿': '中医治疗'}
脂肪肝／中医药疗法，＠非酒精性，健脾利湿剂／治疗应用，清肝通络剂／治疗应用，＠疳脂平片,{'疳脂平片': '中医治疗'}
结论：半夏泻心汤可显著改善慢性萎缩性胃炎（寒热错杂证）的临床症状,"{'慢性萎缩性胃炎': '西医诊断', '寒热错杂': '中医证候'}"
治宜宣肺利水、祛湿解毒,{'宣肺利水': '中医治则'}
５３）分、早饱（０,{'早饱': '临床表现'}
西医诊断：慢性肾小球肾炎,{'肾炎': '西医诊断'}
目的探讨六味能消胶囊联合复方消化酶治疗功能性消化不良的临床疗效,"{'六味能消胶囊': '中医治疗', '功能性消化不良': '西医诊断'}"
沉香通便散敷脐加灸法治疗功能性便秘的临床疗效,"{'灸法': '中医治疗', '功能性便秘': '西医诊断'}"
结论：半夏泻心汤加减治疗ＮＡＦＬＤ肝胃不和、湿浊内停型患者，可调节糖、脂代谢，提高了胰岛素敏感性和ＨＯＭＡ－β细胞功能，改善了ＩＲ，并能调节脂肪细胞因子、炎症因子，减轻了临床症状和肝脏脂肪含量，提高了肝／脾ＣＴ比值，有着较好的临床疗效和安全性,{'半夏泻心汤加减': '方剂'}
指针配合穴位埋线治疗便秘型肠易激综合征疗效观察,"{'指针': '中医治疗', '便秘型肠易激综合征': '西医诊断'}"
结论：平肝饮子对功能性消化不良肝胃不和型疗效较好，可有效改善临床症状,{'肝胃不和': '中医证候'}
舌淡红而润，脉沉似有力但按之即无,"{'舌淡红': '临床表现', '脉沉': '临床表现'}"
结果治疗组患者的胃脘隐痛或胀痛、胃脘痞满、胃中嘈杂、神疲乏力、食少纳呆积分均低于对照组，差异具有统计学意义（Ｐ＜０,"{'胃脘隐痛或胀痛': '临床表现', '胃脘痞满': '临床表现', '胃中嘈杂': '临床表现', '神疲乏力': '临床表现', '食少纳呆': '临床表现'}"
本例加枳实、大黄、黑丑、槟榔以通大便，加黄芪、防己、车前、泽泻以利尿，配合甘遂行经隧水湿，大戟泻脏腑水湿，芫花攻胸胁癖饮，如此精当配伍，用于治疗“肾病综合征”之水肿伴胸腔积液，效若桴鼓,"{'甘遂': '中药', '芫花': '中药'}"
结论：针刺穴位联合西药治疗功能性消化不良比单用西药疗效好，中西医结合治疗功能性消化不良将成为未来的发展趋势,{'功能性消化不良': '西医诊断'}
方法：采用理中汤合半硫丸加减（潞党参、干姜、白术、法半夏、硫磺、肉苁蓉、当归、牛膝、升麻、杏仁、枳壳等）治疗本病１００例，并设对照组观察,"{'理中汤合半硫丸加减': '方剂', '潞党参': '中药', '干姜': '中药', '法半夏': '中药', '硫磺': '中药', '肉苁蓉': '中药', '当归': '中药', '牛膝': '中药', '升麻': '中药', '杏仁': '中药', '枳壳': '中药'}"
辨证着重一是胸胁胃脘痛胀，二是舌苔及脉象，三是大便秘，有的病例大便虽不秘，但下利黏滞不爽，亦可用此方加黄连５～７ｇ,{'大便秘': '临床表现'}
胃炎；萎缩性；慢性；脾胃虚弱型；针刺；穴位埋线,"{'脾胃虚弱': '中医证候', '针刺': '中医治疗'}"
处方：生黄芪３０ｇ，生地黄１２ｇ，牡丹皮１２ｇ，当归１５ｇ，赤芍、白芍各１２ｇ，川芎１２ｇ，穿山龙３０ｇ，茯苓１５ｇ，泽泻１５ｇ，柴胡１２ｇ，枳实１２ｇ，炒栀子１２ｇ，车前草３０ｇ，知母１２ｇ，黄柏９ｇ，白花蛇舌草３０ｇ,"{'生黄芪': '中药', '生地黄': '中药', '牡丹皮': '中药', '当归': '中药', '赤芍': '中药', '白芍': '中药', '川芎': '中药', '穿山龙': '中药', '茯苓': '中药', '泽泻': '中药', '柴胡': '中药', '枳实': '中药', '炒栀子': '中药', '车前草': '中药', '知母': '中药', '黄柏': '中药'}"
方法将１００例脾肾阳虚型腹泻型肠易激综合征患者随机分为２组,"{'脾肾阳虚': '中医证候', '腹泻型肠易激综合征': '西医诊断'}"
方法：采用推拿结合逍遥散调治功能性消化不良５０例，并设单纯逍遥散对照组，对比观察两组的临床疗效,"{'逍遥散': '方剂', '功能性消化不良': '西医诊断'}"
结论济川煎联合枳术丸能明显改善中老年慢性功能性便秘患者的症状和体征，提高患者生活质量，临床疗效明显，建议推广,"{'枳术丸': '方剂', '中老年慢性功能性便秘': '西医诊断'}"
诊断：西医：小儿厌食症,{'小儿厌食症': '西医诊断'}
脂肝丸治疗痰浊瘀结型非酒精性脂肪性肝病的随机安慰剂对照研究,{'脂肝丸': '中医治疗'}
目的观察胃病Ⅰ号复方对功能性消化不良脾胃虚寒证患者生活质量的影响,{'脾胃虚寒': '中医证候'}
附子１０ｇ（先煎）,{'附子': '中药'}
此乃湿温后期伤阴，中焦受损,{'湿温后期伤阴': '中医证候'}
